event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,source_evidence_text,biotech_catalyst_event_type,event_type,drug_asset,indication,trial_phase,nct_id,trial_name,primary_endpoint,endpoint_met,p_value,hazard_ratio,response_rate,overall_survival,progression_free_survival,safety_issue,adverse_event_language,fda_action,approval_status,complete_response_letter_flag,advisory_committee_vote_for,advisory_committee_vote_against,pdufa_date,accelerated_approval_flag,label_expansion_flag,affected_pipeline_asset_count,company_pipeline_concentration_notes,binary_catalyst_flag,clinical_trial_readout_flag,regulatory_decision_flag,designation_only_flag,safety_negative_flag,approval_or_label_expansion_flag,trial_failure_flag,trial_success_flag,pipeline_concentration_required_flag,event_direction_pre_price,materiality_pre_price,label_quality,evidence_status,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,materiality,trial_phase_confidence,trial_phase_evidence,indication_confidence,indication_evidence,drug_asset_confidence,drug_asset_evidence,trial_name_confidence,trial_name_evidence,adverse_event_language_confidence,adverse_event_language_evidence,safety_issue_confidence,safety_issue_evidence,approval_status_confidence,approval_status_evidence,fda_action_confidence,fda_action_evidence,event_type_confidence,event_type_evidence,source_evidence_text_confidence,source_evidence_text_evidence,pdufa_date_confidence,pdufa_date_evidence,endpoint_met_confidence,endpoint_met_evidence,p_value_confidence,p_value_evidence,primary_endpoint_confidence,primary_endpoint_evidence,complete_response_letter_flag_confidence,complete_response_letter_flag_evidence,label_expansion_flag_confidence,label_expansion_flag_evidence,nct_id_confidence,nct_id_evidence,accelerated_approval_flag_confidence,accelerated_approval_flag_evidence,response_rate_confidence,response_rate_evidence,progression_free_survival_confidence,progression_free_survival_evidence,overall_survival_confidence,overall_survival_evidence,hazard_ratio_confidence,hazard_ratio_evidence,advisory_committee_vote_against_confidence,advisory_committee_vote_against_evidence,advisory_committee_vote_for_confidence,advisory_committee_vote_for_evidence,company_pipeline_concentration_notes_confidence,company_pipeline_concentration_notes_evidence,affected_pipeline_asset_count_confidence,affected_pipeline_asset_count_evidence
JANX_8-K_2026-01-22_0001193125-26-019520,JANX,2026-01-22T21:30:59,JANX_8-K_2026-01-22_0001193125-26-019520_janx-20260121;JANX_8-K_2026-01-22_0001193125-26-019520_janx-ex99_1,8,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1817713/000119312526019520/janx-20260121.htm,"BMS may also terminate the Collaboration Agreement for safety reasons and for convenience, and Janux may terminate the Collaboration Agreement for BMS’ cessation of development and commercial activities for Licensed Products",trial_discontinuation,trial_discontinuation,BMS,solid tumor,phase_1,,,,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,True,negative,high,machine_candidate,source_backed,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;requires_pipeline_concentration_review,0.75,"“By combining Janux’s innovative technology with Bristol Myers Squibb’s deep expertise in clinical development and global commercialization, we aim to accelerate the delivery of transformative therapies to patients with difficult-to-treat cancers",0.82,0.86,"Bristol Myers Squibb will hold the IND and be responsible for subsequent development and global commercialization, with Janux remaining actively involved, supporting Bristol Myers Squibb through completion of the first Phase 1 clinical study",0.78,"“This collaboration marks a significant milestone for Janux, validating the strength of our tumor-activated platforms and expanding our reach in solid tumor oncology,” said David Campbell, Ph",0.76,"Thereafter, BMS will have the sole right, at its own expense, to develop, manufacture and commercialize Licensed Products, except that Janux will manufacture and supply Licensed Products to BMS for early clinical development for a limited time period",,,,,,,,,,,0.88,"BMS may also terminate the Collaboration Agreement for safety reasons and for convenience, and Janux may terminate the Collaboration Agreement for BMS’ cessation of development and commercial activities for Licensed Products",0.88,"BMS may also terminate the Collaboration Agreement for safety reasons and for convenience, and Janux may terminate the Collaboration Agreement for BMS’ cessation of development and commercial activities for Licensed Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA_8-K_2020-01-13_0001564590-20-000890,KURA,2020-01-13T13:00:38,KURA_8-K_2020-01-13_0001564590-20-000890_kura-8k_20200113;KURA_8-K_2020-01-13_0001564590-20-000890_kura-ex991_10,10,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1422143/000156459020000890/kura-ex991_10.htm,,unknown,,Cancer,Cancer J,phase_2,,KO-539,,,0.0001,0.52,0.56,,6.1 months,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result,0.75,,0.45,0.9,Fast-to-market strategy Proprietary Pipeline Tipifarnib: Farnesyl transferase inhibitor Clinical proof of concept achieved in HRAS mutant solid tumors and CXCL12-dependent hematology malignancies 1st Phase 2 registration-directed trial ongoing,0.78,htm Developing Precision Medicines for the Treatment of Cancer J,0.76,htm Developing Precision Medicines for the Treatment of Cancer J,0.7,Completing Phase 1 dose-escalation trial KO-539: Inhibitor of menin-MLL interaction,,,,,,,,,,,,,,,,,0.88,"5.9 months, HR=0.52, p<0.0001) observed with tipifarnib treatment in patients with CXCL12-expressing PDCA tumors (identified by clinical characteristics) in retrospective analyses2 Next Steps Anticipate initiating a Phase 2 POC study in 2H 2020 Indication Patients* Angioimmunoblastic T-cell lymphoma (AITL) & AITL-like histologies*** 1,300+ Acute myeloid leukemia (AML) 6,400+ Diffuse large B-cell lymphoma (DLBCL) 9,000+ Pancreatic 17,000+ Indication Patients* Head & neck squamous cell carcinomas (HNSCC)** 2,900+ Urothelial carcinomas 4,600+ Lung squamous cell carcinomas Other squamous cell carcinomas Tipifarnib: Broad Potential Market Expansion Opportunity *Estimates of the biomarker-positive subsets across all lines of therapy **HNSCC population with HRAS variant allele frequency ≥ 20% (TCGA) ***Does not include",,,,,,,,,,,0.84,2.8 months) RUN-HN: HRAS Mutant Head & Neck Squamous Cell Carcinomas1 AIM-HN: Registration-Directed Trial of Tipifarnib in HRAS Mutant HNSCC ORR: 56% Median PFS: 6.1 months At least 59 evaluable recurrent or metastatic patients after platinum therapy Trial initiated in November 2018; Full enrollment planned by Q1 2021 Intended to support an NDA seeking accelerated approval2 Dr,0.76,2.8 months) RUN-HN: HRAS Mutant Head & Neck Squamous Cell Carcinomas1 AIM-HN: Registration-Directed Trial of Tipifarnib in HRAS Mutant HNSCC ORR: 56% Median PFS: 6.1 months At least 59 evaluable recurrent or metastatic patients after platinum therapy Trial initiated in November 2018; Full enrollment planned by Q1 2021 Intended to support an NDA seeking accelerated approval2 Dr,,,0.86,"5.9 months, HR=0.52, p<0.0001) observed with tipifarnib treatment in patients with CXCL12-expressing PDCA tumors (identified by clinical characteristics) in retrospective analyses2 Next Steps Anticipate initiating a Phase 2 POC study in 2H 2020 Indication Patients* Angioimmunoblastic T-cell lymphoma (AITL) & AITL-like histologies*** 1,300+ Acute myeloid leukemia (AML) 6,400+ Diffuse large B-cell lymphoma (DLBCL) 9,000+ Pancreatic 17,000+ Indication Patients* Head & neck squamous cell carcinomas (HNSCC)** 2,900+ Urothelial carcinomas 4,600+ Lung squamous cell carcinomas Other squamous cell carcinomas Tipifarnib: Broad Potential Market Expansion Opportunity *Estimates of the biomarker-positive subsets across all lines of therapy **HNSCC population with HRAS variant allele frequency ≥ 20% (TCGA) ***Does not include",,,,,,,,
KURA_8-K_2020-03-04_0001564590-20-008679,KURA,2020-03-04T21:05:35,KURA_8-K_2020-03-04_0001564590-20-008679_kura-8k_20200303;KURA_8-K_2020-03-04_0001564590-20-008679_kura-ex991_6,13,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1422143/000156459020008679/kura-ex991_6.htm,"Fast Track designation is granted by the FDA for products that are intended for the treatment of serious or life-threatening disease or conditions, which demonstrate the potential to address an unmet medical need",fast_track_designation,fast_track_designation,Tipifarnib,cancer,,,AIM-HN,,,,,0.7,,,,,fast_track_designation,,,,,,,,,,False,False,True,True,False,False,False,False,True,positive,low,machine_candidate,source_backed,designation_only_weaker_signal;pipeline_table_requires_new_result;requires_pipeline_concentration_review,0.75,"Food and Drug Administration has granted Fast Track designation to the Company’s lead drug candidate, tipifarnib, for the treatment of adult patients with relapsed or refractory angioimmunoblastic T-cell lymphoma, follicular T-cell lymphoma and nodal peripheral T-cell lymphoma with T follicular helper phenotype",0.38,,,0.78,"(Nasdaq: KURA), a clinical-stage biopharmaceutical company focused on the development of precision medicines for the treatment of cancer, today announced that the U",0.76,"EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Kura Oncology Receives Fast Track Designation for Tipifarnib in T-Cell Lymphomas – Second Fast Track designation for tipifarnib further highlights potential for tipifarnib to address unmet need for patients – – Company plans to initiate a registration-directed trial of tipifarnib in advanced nodal lymphomas of TFH phenotype, including AITL, in second half of 2020 – SAN DIEGO, March 3, 2020 – Kura Oncology, Inc",0.7,"Such forward-looking statements include statements regarding, among other things, the efficacy, safety and therapeutic potential of Kura’s product candidate tipifarnib, Kura’s potential for growth and the projected timing for full enrollment of the AIM-HN trial",,,,,,,0.9,"Food and Drug Administration has granted Fast Track designation to the Company’s lead drug candidate, tipifarnib, for the treatment of adult patients with relapsed or refractory angioimmunoblastic T-cell lymphoma, follicular T-cell lymphoma and nodal peripheral T-cell lymphoma with T follicular helper phenotype",0.9,"Food and Drug Administration has granted Fast Track designation to the Company’s lead drug candidate, tipifarnib, for the treatment of adult patients with relapsed or refractory angioimmunoblastic T-cell lymphoma, follicular T-cell lymphoma and nodal peripheral T-cell lymphoma with T follicular helper phenotype",0.9,"Fast Track designation is granted by the FDA for products that are intended for the treatment of serious or life-threatening disease or conditions, which demonstrate the potential to address an unmet medical need",,,,,,,,,,,,,,,,,0.84,These patients had an ORR of 70% and a complete response rate of 40%,,,,,,,,,,,,,,
KURA_8-K_2020-05-06_0001193125-20-134958,KURA,2020-05-06T20:34:16,KURA_8-K_2020-05-06_0001193125-20-134958_d926269d8k;KURA_8-K_2020-05-06_0001193125-20-134958_d926269dex991;KURA_8-K_2020-05-06_0001193125-20-134958_d926269dex992,9,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1422143/000119312520134958/d926269dex991.htm,,unknown,,KO-539,cancer,phase_1,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result,0.75,,0.45,0.86,"Kura’s pipeline is also highlighted by KO-539, a potentially first-in-class, potent and selective inhibitor of the menin-MLL protein-protein interaction currently in a Phase 1/2A clinical trial in patients with relapsed/refractory AML",0.78,"(Nasdaq: KURA), a clinical-stage biopharmaceutical company committed to realizing the promise of precision medicines for the treatment of cancer, today announced that it has commenced an underwritten public offering, subject to market and other conditions, to issue and sell shares of its common stock",0.86,"Kura’s pipeline is also highlighted by KO-539, a potentially first-in-class, potent and selective inhibitor of the menin-MLL protein-protein interaction currently in a Phase 1/2A clinical trial in patients with relapsed/refractory AML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA_8-K_2020-05-29_0001564590-20-027461,KURA,2020-05-29T12:16:02,KURA_8-K_2020-05-29_0001564590-20-027461_kura-8k_20200529;KURA_8-K_2020-05-29_0001564590-20-027461_kura-ex991_6,17,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1422143/000156459020027461/kura-ex991_6.htm,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",fda_approval,fda_approval,Tipifarnib,HRAS mutant head and neck squamous cell carcinoma,phase_2,NCT03719690,RUN-HN,,,,,0.5,15.4 months,5.9 months,,,approval,approved,,,,,,,,,True,False,True,False,False,True,False,False,True,positive,medium,machine_candidate,source_backed,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result;publication_or_conference_notice_not_topline;requires_pipeline_concentration_review,0.75,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",0.68,0.9,(the “Company”) issued a press release announcing clinical updates from its Phase 2 clinical trial of tipifarnib in patients with HRAS mutant head and neck squamous cell carcinoma,0.78,(the “Company”) issued a press release announcing clinical updates from its Phase 2 clinical trial of tipifarnib in patients with HRAS mutant head and neck squamous cell carcinoma,0.76,"EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Kura Oncology Reports Overall Survival Data from Phase 2 Trial of Tipifarnib in HRAS Mutant Head and Neck Squamous Cell Carcinoma – Median OS of 15.4 months, median PFS of 5.9 months and ORR of 50% observed in recurrent/metastatic HRAS mutant HNSCC – – Outcomes with approved therapies are poor, with reported median OS of 5-8 months, PFS of 2-3 months and ORR of 13-16% in the second line – – Compelling single-agent activity also observed in HRAS mutant salivary gland cancer and urothelial carcinoma – – Data featured in oral presentation at ASCO20 Virtual Scientific Program – SAN DIEGO, May 29, 2020 – Kura Oncology, Inc",0.7,” Patients in the RUN-HN trial received tipifarnib at a starting dose of 600 or 900 mg orally twice daily on days 1-7 and 15-21 of 28-day cycles,,,,,0.94,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",0.94,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",0.94,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",0.94,"ORR for three FDA-approved therapies for treatment of HNSCC in the second line range from 13-16%, with median PFS of 2-3 months and median OS of 5-8 months",,,,,,,,,,,,,0.95,gov (NCT03719690),,,0.84,"EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Kura Oncology Reports Overall Survival Data from Phase 2 Trial of Tipifarnib in HRAS Mutant Head and Neck Squamous Cell Carcinoma – Median OS of 15.4 months, median PFS of 5.9 months and ORR of 50% observed in recurrent/metastatic HRAS mutant HNSCC – – Outcomes with approved therapies are poor, with reported median OS of 5-8 months, PFS of 2-3 months and ORR of 13-16% in the second line – – Compelling single-agent activity also observed in HRAS mutant salivary gland cancer and urothelial carcinoma – – Data featured in oral presentation at ASCO20 Virtual Scientific Program – SAN DIEGO, May 29, 2020 – Kura Oncology, Inc",0.76,"EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Kura Oncology Reports Overall Survival Data from Phase 2 Trial of Tipifarnib in HRAS Mutant Head and Neck Squamous Cell Carcinoma – Median OS of 15.4 months, median PFS of 5.9 months and ORR of 50% observed in recurrent/metastatic HRAS mutant HNSCC – – Outcomes with approved therapies are poor, with reported median OS of 5-8 months, PFS of 2-3 months and ORR of 13-16% in the second line – – Compelling single-agent activity also observed in HRAS mutant salivary gland cancer and urothelial carcinoma – – Data featured in oral presentation at ASCO20 Virtual Scientific Program – SAN DIEGO, May 29, 2020 – Kura Oncology, Inc",0.76,"EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Kura Oncology Reports Overall Survival Data from Phase 2 Trial of Tipifarnib in HRAS Mutant Head and Neck Squamous Cell Carcinoma – Median OS of 15.4 months, median PFS of 5.9 months and ORR of 50% observed in recurrent/metastatic HRAS mutant HNSCC – – Outcomes with approved therapies are poor, with reported median OS of 5-8 months, PFS of 2-3 months and ORR of 13-16% in the second line – – Compelling single-agent activity also observed in HRAS mutant salivary gland cancer and urothelial carcinoma – – Data featured in oral presentation at ASCO20 Virtual Scientific Program – SAN DIEGO, May 29, 2020 – Kura Oncology, Inc",,,,,,,,,,
KURA_8-K_2020-11-04_0001564590-20-050279,KURA,2020-11-04T16:23:46,KURA_8-K_2020-11-04_0001564590-20-050279_kura-8k_20201104;KURA_8-K_2020-11-04_0001564590-20-050279_kura-ex991_6,13,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1422143/000156459020050279/kura-8k_20201104.htm,,unknown,,Hematology,relapsed or refractory acute myeloid leukemia Eunice S,phase_1,NCT04067336,The,,,,,,,,True,"An expansion of 3 pts at 200 mg was initiated to better characterize the PK and exposure of KO-539. To date, 3 enrolled pts have been studied for safety and have not experienced any dose-limiting toxicities (DLTs) within the 28 day DLT-assessment window",,,,,,,,,,,False,False,False,False,True,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result;publication_or_conference_notice_not_topline;safety_issue_present;trial_design_not_binary,0.75,"The ASH abstract reports preliminary data from the Company’s KOMET-001 Phase 1/2A clinical trial of KO-539, a potent, selective and oral small molecule inhibitor of the menin-KMT2A(MLL) interaction with downstream effects on HOXA9 and MEIS1 gene expression, in relapsed/refractory Acute Myeloid Leukemia (“AML”)",0.45,0.86,EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Abstract accepted for oral presentation at the 62nd American Society of Hematology Annual Meeting Preliminary data on a Phase 1/2A first in human study of the menin-KMT2A (MLL) inhibitor KO-539 in patients with relapsed or refractory acute myeloid leukemia Eunice S,0.78,EX-99.1 2 kura-ex991_6.htm EX-99.1 kura-ex991_6.htm Exhibit 99.1 Abstract accepted for oral presentation at the 62nd American Society of Hematology Annual Meeting Preliminary data on a Phase 1/2A first in human study of the menin-KMT2A (MLL) inhibitor KO-539 in patients with relapsed or refractory acute myeloid leukemia Eunice S,0.76,"(the “Company”) abstract, which will be the subject of an oral presentation at the 2020 Annual Meeting of the American Society of Hematology (“ASH”) on December 5, 2020, was posted on the ASH website on November 4, 2020. The ASH abstract reports preliminary data from the Company’s KOMET-001 Phase 1/2A clinical trial of KO-539, a potent, selective and oral small molecule inhibitor of the menin-KMT2A(MLL) interaction with downstream effects on HOXA9 and MEIS1 gene expression, in relapsed/refractory Acute Myeloid Leukemia (“AML”)",0.7,"The trial is using an accelerated, adaptive design with dose selection based on a modified toxicity probability interval",0.82,"An expansion of 3 pts at 200 mg was initiated to better characterize the PK and exposure of KO-539. To date, 3 enrolled pts have been studied for safety and have not experienced any dose-limiting toxicities (DLTs) within the 28 day DLT-assessment window",0.82,"An expansion of 3 pts at 200 mg was initiated to better characterize the PK and exposure of KO-539. To date, 3 enrolled pts have been studied for safety and have not experienced any dose-limiting toxicities (DLTs) within the 28 day DLT-assessment window",,,,,,,,,,,,,,,,,,,,,0.95,KOMET-001 (NCT04067336) is an ongoing Phase 1/2A open-label study evaluating KO-539 in adult patients (pts) with relapsed and/or refractory AML agnostic to oncogenic mutational type,,,,,,,,,,,,,,,,,,
KURA_8-K_2020-12-07_0001193125-20-311098,KURA,2020-12-07T11:08:25,KURA_8-K_2020-12-07_0001193125-20-311098_d38973d8k;KURA_8-K_2020-12-07_0001193125-20-311098_d38973dex991,8,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1422143/000119312520311098/d38973d8k.htm,,unknown,,EX-99,CANCER Corporate Presentation – December 2020 Exhibit 99,phase_1,,Registration-directed,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result;publication_or_conference_notice_not_topline,0.75,(the “Company”) announced preliminary results from its KOMET-001 Phase 1/2A clinical trial that were presented at an oral presentation at the 2020 Annual Meeting of the American Society of Hematology (“ASH”),0.45,0.86,"fast-to-market strategy Proprietary Pipeline Tipifarnib: Farnesyl transferase inhibitor Registration-directed trial in HRAS mutant head and neck squamous cell carcinoma (HNSCC) ongoing Opportunity to expand to HRAS and PI3Kα dependent tumors Multiple clinical proof-of-concept studies support significant lifecycle expansion opportunities KO-539: Menin inhibitor Potent and selective inhibitor of the menin-KMT2A(MLL) protein-protein interaction Potential to target ~35% of acute myeloid leukemia (AML) Preliminary Phase 1 data show encouraging safety, tolerability and clinical activity in multiple genetically defined subgroups of AML Strong Financials $325.4 million in cash* provides runway into 2023 Investment Highlights Proven oncology drug development and commercialization expertise Kura Leadership Team and Board of Directors Leadership Team Troy Wilson, Ph",0.78,EX-99.1 2 d38973dex991.htm EX-99.1 EX-99.1 DEVELOPING PRECISION MEDICINES FOR THE TREATMENT OF CANCER Corporate Presentation – December 2020 Exhibit 99.1 This presentation contains forward-looking statements,0.86,EX-99.1 2 d38973dex991.htm EX-99.1 EX-99.1 DEVELOPING PRECISION MEDICINES FOR THE TREATMENT OF CANCER Corporate Presentation – December 2020 Exhibit 99.1 This presentation contains forward-looking statements,0.7,"fast-to-market strategy Proprietary Pipeline Tipifarnib: Farnesyl transferase inhibitor Registration-directed trial in HRAS mutant head and neck squamous cell carcinoma (HNSCC) ongoing Opportunity to expand to HRAS and PI3Kα dependent tumors Multiple clinical proof-of-concept studies support significant lifecycle expansion opportunities KO-539: Menin inhibitor Potent and selective inhibitor of the menin-KMT2A(MLL) protein-protein interaction Potential to target ~35% of acute myeloid leukemia (AML) Preliminary Phase 1 data show encouraging safety, tolerability and clinical activity in multiple genetically defined subgroups of AML Strong Financials $325.4 million in cash* provides runway into 2023 Investment Highlights Proven oncology drug development and commercialization expertise Kura Leadership Team and Board of Directors Leadership Team Troy Wilson, Ph",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA_8-K_2020-12-09_0001193125-20-313807,KURA,2020-12-09T21:04:32,KURA_8-K_2020-12-09_0001193125-20-313807_d66456d8k;KURA_8-K_2020-12-09_0001193125-20-313807_d66456dex991;KURA_8-K_2020-12-09_0001193125-20-313807_d66456dex992,9,sec_exhibit,https://www.sec.gov/Archives/edgar/data/1422143/000119312520313807/d66456dex991.htm,,unknown,,KO-539,cancer,phase_1,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,boilerplate_or_risk_factor_not_event;pipeline_table_requires_new_result,0.75,,0.45,0.86,"The Company’s pipeline is also highlighted by KO-539, a potent and selective menin inhibitor currently in a Phase 1/2A clinical trial (KOMET-001) in patients with relapsed or refractory acute myeloid leukemia",0.78,"(Nasdaq: KURA), a clinical-stage biopharmaceutical company committed to realizing the promise of precision medicines for the treatment of cancer, today announced that it has commenced an underwritten public offering, subject to market and other conditions, to issue and sell $200,000,000 of shares of its common stock",0.86,"The Company’s pipeline is also highlighted by KO-539, a potent and selective menin inhibitor currently in a Phase 1/2A clinical trial (KOMET-001) in patients with relapsed or refractory acute myeloid leukemia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA_8-K_2021-11-24_0001193125-21-339334,KURA,2021-11-24T11:50:58,KURA_8-K_2021-11-24_0001193125-21-339334_d257439d8k,9,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1422143/000119312521339334/d257439d8k.htm,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,trial_halt,trial_halt,KO-539,relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,phase_1_2,,,,,,,,,,True,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,clinical_hold_or_trial_halt,,,,,,,,,,True,False,False,False,True,False,True,False,True,negative,high,machine_candidate,source_backed,pipeline_table_requires_new_result;requires_pipeline_concentration_review;safety_issue_present;safety_review_required,0.75,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.82,0.86,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.78,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.86,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,,,0.82,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.82,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,,,0.92,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.92,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,0.92,Food and Drug Administration (the “FDA”) has placed the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”) on a partial clinical hold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KURA_8-K_2022-01-20_0001193125-22-013806,KURA,2022-01-20T21:25:04,KURA_8-K_2022-01-20_0001193125-22-013806_d302693d8k,6,sec_primary_filing,https://www.sec.gov/Archives/edgar/data/1422143/000119312522013806/d302693d8k.htm,,unknown,,KO-539,relapsed or refractory acute myeloid leukemia (“AML”),phase_1_2,,,,,,,,,,True,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),,,,,,,,,,,False,False,False,False,True,False,False,False,False,unknown,unknown,machine_candidate,needs_evidence_review,pipeline_table_requires_new_result;safety_issue_present,0.75,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),0.45,0.86,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),0.78,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),0.86,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),,,0.82,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),0.82,Food and Drug Administration (the “FDA”) has lifted the partial clinical hold on the KOMET-001 Phase 1b study of KO-539 in patients with relapsed or refractory acute myeloid leukemia (“AML”),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
