event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,release_session,agency,agency_confidence,agency_evidence,task_order_number,task_order_number_confidence,task_order_number_evidence,award_amount,award_amount_confidence,award_amount_evidence,award_type,award_type_confidence,award_type_evidence,contract_number,contract_number_confidence,contract_number_evidence,contract_type,contract_type_confidence,contract_type_evidence,obligated_amount,obligated_amount_confidence,obligated_amount_evidence,mapping_type,mapping_type_confidence,mapping_type_evidence,mapped_ticker,mapped_ticker_confidence,mapped_ticker_evidence,naics_code,naics_code_confidence,naics_code_evidence,recipient_mapping_confidence,recipient_mapping_confidence_confidence,recipient_mapping_confidence_evidence,recipient_name,recipient_name_confidence,recipient_name_evidence,product_or_service_description,product_or_service_description_confidence,product_or_service_description_evidence,period_of_performance_start,period_of_performance_start_confidence,period_of_performance_start_evidence,prime_or_sub,prime_or_sub_confidence,prime_or_sub_evidence,period_of_performance_end,period_of_performance_end_confidence,period_of_performance_end_evidence,parent_company_name,parent_company_name_confidence,parent_company_name_evidence,sub_agency,sub_agency_confidence,sub_agency_evidence,subsidiary_name,subsidiary_name_confidence,subsidiary_name_evidence,psc_code,psc_code_confidence,psc_code_evidence,government_contract_event_type,government_contract_event_type_confidence,government_contract_event_type_evidence,actual_funded_award_flag,actual_funded_award_flag_confidence,actual_funded_award_flag_evidence,incumbent_or_extension_flag,incumbent_or_extension_flag_confidence,incumbent_or_extension_flag_evidence,ceiling_only_flag,ceiling_only_flag_confidence,ceiling_only_flag_evidence,modification_flag,modification_flag_confidence,modification_flag_evidence,new_work_flag,new_work_flag_confidence,new_work_flag_evidence,new_vs_modification,new_vs_modification_confidence,new_vs_modification_evidence,materiality_context_required_flag,materiality_context_required_flag_confidence,materiality_context_required_flag_evidence,option_exercise_flag,option_exercise_flag_confidence,option_exercise_flag_evidence,recompete_or_extension_flag,recompete_or_extension_flag_confidence,recompete_or_extension_flag_evidence,prime_contractor_flag,prime_contractor_flag_confidence,prime_contractor_flag_evidence,subcontractor_flag,subcontractor_flag_confidence,subcontractor_flag_evidence,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,model_eligible_candidate_flag,modification_number,modification_number_confidence,modification_number_evidence,contract_ceiling,contract_ceiling_confidence,contract_ceiling_evidence
government_contract_GD_75FCMC23F0156,GD,2023-09-29T12:00:00,usaspending_CONT_AWD_75FCMC23F0156_7530_47QTCK18D0003_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_75FCMC23F0156_7530_47QTCK18D0003_4732,unknown,Department of Health and Human Services,0.9,Department of Health and Human Services,75FCMC23F0156,0.9,75FCMC23F0156,146505619.34,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,75FCMC23F0156,0.9,75FCMC23F0156,DELIVERY ORDER,0.9,DELIVERY ORDER,146505619.34,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541512,0.9,541512,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","HEALTHCARE INTEGRATED GENERAL LEDGER ACCOUNTING SYSTEM (HIGLAS) HOSTING, OPERATIONS & MAINTENANCE (HOM)",0.9,"HEALTHCARE INTEGRATED GENERAL LEDGER ACCOUNTING SYSTEM (HIGLAS) HOSTING, OPERATIONS & MAINTENANCE (HOM)",2023-09-29,0.9,2023-09-29,prime,0.9,prime,2026-12-31,0.9,2026-12-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Centers for Medicare and Medicaid Services,0.9,Centers for Medicare and Medicaid Services,,,,DA01,0.9,DA01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002423C4424,GD,2023-09-29T12:00:00,usaspending_CONT_AWD_N0002423C4424_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002423C4424_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,436256366.14,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002423C4424,0.9,N0002423C4424,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,436256366.14,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.88,0.9,source metadata,NATIONAL STEEL AND SHIPBUILDING COMPANY,0.9,NATIONAL STEEL AND SHIPBUILDING COMPANY,N00024-23-C-4424 USS CHUNG-HOON/USS JAMES E. WILLIAMS UNDEFINITIZED CONTRACT ACTION FOR PLANNING,0.9,N00024-23-C-4424 USS CHUNG-HOON/USS JAMES E. WILLIAMS UNDEFINITIZED CONTRACT ACTION FOR PLANNING,2023-09-29,0.9,2023-09-29,prime,0.9,prime,2025-12-04,0.9,2025-12-04,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,General Dynamics NASSCO,0.9,General Dynamics NASSCO,J998,0.9,J998,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0003024C1005,GD,2023-10-01T12:00:00,usaspending_CONT_AWD_N0003024C1005_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0003024C1005_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,453698303.86,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0003024C1005,0.9,N0003024C1005,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,453698303.86,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541330,0.9,541330,0.95,0.9,source metadata,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",0.9,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",CONSOLIDATION AND FOLLOW-ON TO 22C1003 AND 22C1005. FY24 FIRE CONTROL OMNIBUS. GFE TRANSPORTATION (SCN).,0.9,CONSOLIDATION AND FOLLOW-ON TO 22C1003 AND 22C1005. FY24 FIRE CONTROL OMNIBUS. GFE TRANSPORTATION (SCN).,2023-10-01,0.9,2023-10-01,prime,0.9,prime,2030-10-01,0.9,2030-10-01,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,,,,1230,0.9,1230,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_140D0424D0001,GD,2023-11-08T12:00:00,usaspending_CONT_IDV_140D0424D0001_1406,30,usaspending_api,https://www.usaspending.gov/award/CONT_IDV_140D0424D0001_1406,unknown,Department of the Interior,0.9,Department of the Interior,,,,1000000.0,0.9,source metadata,INDEFINITE DELIVERY / INDEFINITE QUANTITY,0.9,INDEFINITE DELIVERY / INDEFINITE QUANTITY,140D0424D0001,0.9,140D0424D0001,INDEFINITE DELIVERY / INDEFINITE QUANTITY,0.9,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,,,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541512,0.9,541512,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",IDIQ FOR IHS EHR MODERNIZATION,0.9,IDIQ FOR IHS EHR MODERNIZATION,2023-11-08,0.9,2023-11-08,prime,0.9,prime,,,,General Dynamics Corporation,0.9,General Dynamics Corporation,Departmental Offices,0.9,Departmental Offices,,,,DA01,0.9,DA01,idiq_vehicle_award,0.88,IDIQ/contract vehicle language,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,capacity,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,False,,,,1000000.0,0.9,source metadata
government_contract_GD_W56HZV24F0030,GD,2023-12-08T12:00:00,usaspending_CONT_AWD_W56HZV24F0030_9700_W56HZV21D0001_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W56HZV24F0030_9700_W56HZV21D0001_9700,unknown,Department of Defense,0.9,Department of Defense,W56HZV24F0030,0.9,W56HZV24F0030,433242912.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W56HZV24F0030,0.9,W56HZV24F0030,DELIVERY ORDER,0.9,DELIVERY ORDER,433242912.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,336992,0.9,336992,0.95,0.9,source metadata,GENERAL DYNAMICS LAND SYSTEMS INC.,0.9,GENERAL DYNAMICS LAND SYSTEMS INC.,"ABRAMS REQUIREMENTS CONTRACT - FOURTH DOMESTIC DELIVERY ORDER UTILIZING YEAR THREE ORDERING PERIOD, (34) VEHICLES.",0.9,"ABRAMS REQUIREMENTS CONTRACT - FOURTH DOMESTIC DELIVERY ORDER UTILIZING YEAR THREE ORDERING PERIOD, (34) VEHICLES.",2023-12-08,0.9,2023-12-08,prime,0.9,prime,2027-04-30,0.9,2027-04-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,2350,0.9,2350,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_47QFCA24F0007,GD,2023-12-18T12:00:00,usaspending_CONT_AWD_47QFCA24F0007_4732_GS00Q14OADU116_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA24F0007_4732_GS00Q14OADU116_4732,unknown,General Services Administration,0.9,General Services Administration,47QFCA24F0007,0.9,47QFCA24F0007,163150443.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,47QFCA24F0007,0.9,47QFCA24F0007,DELIVERY ORDER,0.9,DELIVERY ORDER,163150443.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541330,0.9,541330,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",TECHNICAL SUPPORT SERVICES TSS,0.9,TECHNICAL SUPPORT SERVICES TSS,2023-12-18,0.9,2023-12-18,prime,0.9,prime,2026-06-17,0.9,2026-06-17,General Dynamics Corporation,0.9,General Dynamics Corporation,Federal Acquisition Service,0.9,Federal Acquisition Service,,,,R499,0.9,R499,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_70RDA124FR0000005,GD,2023-12-31T12:00:00,usaspending_CONT_AWD_70RDA124FR0000005_7001_47QTCK18D0003_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_70RDA124FR0000005_7001_47QTCK18D0003_4732,unknown,Department of Homeland Security,0.9,Department of Homeland Security,70RDA124FR0000005,0.9,70RDA124FR0000005,282039419.42,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,70RDA124FR0000005,0.9,70RDA124FR0000005,DELIVERY ORDER,0.9,DELIVERY ORDER,282039419.42,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541512,0.9,541512,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","OPERATE AND MAINTAIN THE OBIM INFRASTRUCTURE COMPONENTS AND ASSOCIATED APPLICATIONS AND OTHER FUNCTIONALITY OF THE PRODUCTION AND NON-PRODUCTION ENVIRONMENTS AND ASSOCIATED BUSINESS SYSTEMS CURRENTLY DEPLOYED WITH THE DHS DATA CENTER 1, GOVERNMENT AN",0.9,"OPERATE AND MAINTAIN THE OBIM INFRASTRUCTURE COMPONENTS AND ASSOCIATED APPLICATIONS AND OTHER FUNCTIONALITY OF THE PRODUCTION AND NON-PRODUCTION ENVIRONMENTS AND ASSOCIATED BUSINESS SYSTEMS CURRENTLY DEPLOYED WITH THE DHS DATA CENTER 1, GOVERNMENT AN",2023-12-31,0.9,2023-12-31,prime,0.9,prime,2026-12-30,0.9,2026-12-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Office of Procurement Operations,0.9,Office of Procurement Operations,,,,DC01,0.9,DC01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_47QFCA24F0009,GD,2024-02-05T12:00:00,usaspending_CONT_AWD_47QFCA24F0009_4732_47QTCK18D0003_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_47QFCA24F0009_4732_47QTCK18D0003_4732,unknown,General Services Administration,0.9,General Services Administration,47QFCA24F0009,0.9,47QFCA24F0009,308629991.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,47QFCA24F0009,0.9,47QFCA24F0009,DELIVERY ORDER,0.9,DELIVERY ORDER,308629991.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541512,0.9,541512,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",THE PURPOSE OF THIS IS TO INCREMENTALLY FUND AND AWARD THE CITS TASK ORDER.,0.9,THE PURPOSE OF THIS IS TO INCREMENTALLY FUND AND AWARD THE CITS TASK ORDER.,2024-02-05,0.9,2024-02-05,prime,0.9,prime,2027-02-04,0.9,2027-02-04,General Dynamics Corporation,0.9,General Dynamics Corporation,Federal Acquisition Service,0.9,Federal Acquisition Service,,,,DA01,0.9,DA01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_75FCMC24F0029,GD,2024-02-22T12:00:00,usaspending_CONT_AWD_75FCMC24F0029_7530_GS00F313CA_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_75FCMC24F0029_7530_GS00F313CA_4732,unknown,Department of Health and Human Services,0.9,Department of Health and Human Services,75FCMC24F0029,0.9,75FCMC24F0029,196391276.69,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,75FCMC24F0029,0.9,75FCMC24F0029,DELIVERY ORDER,0.9,DELIVERY ORDER,196391276.69,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541611,0.9,541611,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",MARKETPLACE ASSISTER TECHNICAL SUPPORT (MATS),0.9,MARKETPLACE ASSISTER TECHNICAL SUPPORT (MATS),2024-02-22,0.9,2024-02-22,prime,0.9,prime,2027-02-21,0.9,2027-02-21,General Dynamics Corporation,0.9,General Dynamics Corporation,Centers for Medicare and Medicaid Services,0.9,Centers for Medicare and Medicaid Services,,,,R499,0.9,R499,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_FA714624F0003,GD,2024-03-01T12:00:00,usaspending_CONT_AWD_FA714624F0003_9700_FA824015D2780_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_FA714624F0003_9700_FA824015D2780_9700,unknown,Department of Defense,0.9,Department of Defense,FA714624F0003,0.9,FA714624F0003,144376816.33,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,FA714624F0003,0.9,FA714624F0003,DELIVERY ORDER,0.9,DELIVERY ORDER,144376816.33,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541513,0.9,541513,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",US BICES SUSTAINMENT AND EXPANSION,0.9,US BICES SUSTAINMENT AND EXPANSION,2024-03-01,0.9,2024-03-01,prime,0.9,prime,2025-02-28,0.9,2025-02-28,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Air Force,0.9,Department of the Air Force,,,,DA01,0.9,DA01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W56HZV24F0155,GD,2024-03-01T12:00:00,usaspending_CONT_AWD_W56HZV24F0155_9700_W56HZV24D0031_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W56HZV24F0155_9700_W56HZV24D0031_9700,unknown,Department of Defense,0.9,Department of Defense,W56HZV24F0155,0.9,W56HZV24F0155,210389367.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W56HZV24F0155,0.9,W56HZV24F0155,DELIVERY ORDER,0.9,DELIVERY ORDER,210389367.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,336992,0.9,336992,0.95,0.9,source metadata,GENERAL DYNAMICS LAND SYSTEMS INC.,0.9,GENERAL DYNAMICS LAND SYSTEMS INC.,STRYKER WHOLESALE SUPPLY PBL- FUNDING OP1 TASK ORDER FOR FY24.,0.9,STRYKER WHOLESALE SUPPLY PBL- FUNDING OP1 TASK ORDER FOR FY24.,2024-03-01,0.9,2024-03-01,prime,0.9,prime,2025-02-28,0.9,2025-02-28,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,R499,0.9,R499,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W56HZV24F0149,GD,2024-03-06T12:00:00,usaspending_CONT_AWD_W56HZV24F0149_9700_W56HZV21D0001_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W56HZV24F0149_9700_W56HZV21D0001_9700,unknown,Department of Defense,0.9,Department of Defense,W56HZV24F0149,0.9,W56HZV24F0149,292155765.22,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W56HZV24F0149,0.9,W56HZV24F0149,DELIVERY ORDER,0.9,DELIVERY ORDER,292155765.22,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,336992,0.9,336992,0.95,0.9,source metadata,GENERAL DYNAMICS LAND SYSTEMS INC.,0.9,GENERAL DYNAMICS LAND SYSTEMS INC.,SEPV3 ABRAM FAMILY OF VEHICLES,0.9,SEPV3 ABRAM FAMILY OF VEHICLES,2024-03-06,0.9,2024-03-06,prime,0.9,prime,2027-08-31,0.9,2027-08-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,2350,0.9,2350,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002424C4418,GD,2024-03-22T12:00:00,usaspending_CONT_AWD_N0002424C4418_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C4418_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,398802154.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002424C4418,0.9,N0002424C4418,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,398802154.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.86,0.9,source metadata,METRO MACHINE CORP.,0.9,METRO MACHINE CORP.,USS BATAAN (LHD 5)FY 24 DSRA,0.9,USS BATAAN (LHD 5)FY 24 DSRA,2024-03-22,0.9,2024-03-22,prime,0.9,prime,2026-08-14,0.9,2026-08-14,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,Metro Machine Corp. / General Dynamics NASSCO-Norfolk,0.9,Metro Machine Corp. / General Dynamics NASSCO-Norfolk,J998,0.9,J998,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002424C2331,GD,2024-04-01T12:00:00,usaspending_CONT_AWD_N0002424C2331_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2331_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,201976722.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002424C2331,0.9,N0002424C2331,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,201976722.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.9,0.9,source metadata,BATH IRON WORKS CORPORATION,0.9,BATH IRON WORKS CORPORATION,DDG 1000 PLANNING YARD FOLLOW ON,0.9,DDG 1000 PLANNING YARD FOLLOW ON,2024-04-01,0.9,2024-04-01,prime,0.9,prime,2029-03-22,0.9,2029-03-22,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,Bath Iron Works,0.9,Bath Iron Works,1905,0.9,1905,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W900KK24F0063,GD,2024-04-01T12:00:00,usaspending_CONT_AWD_W900KK24F0063_9700_W900KK23D0001_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W900KK24F0063_9700_W900KK23D0001_9700,unknown,Department of Defense,0.9,Department of Defense,W900KK24F0063,0.9,W900KK24F0063,134384654.96,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W900KK24F0063,0.9,W900KK24F0063,DELIVERY ORDER,0.9,DELIVERY ORDER,134384654.96,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,561990,0.9,561990,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",LOT YEAR II TASK ORDER BEING ISSUED IN SUPPORT OF FLIGHT SCHOOL TRAINING SUPPORT SERVICES.,0.9,LOT YEAR II TASK ORDER BEING ISSUED IN SUPPORT OF FLIGHT SCHOOL TRAINING SUPPORT SERVICES.,2024-04-01,0.9,2024-04-01,prime,0.9,prime,2025-03-31,0.9,2025-03-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,J069,0.9,J069,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_75FCMC24F0065,GD,2024-04-25T12:00:00,usaspending_CONT_AWD_75FCMC24F0065_7530_GS00Q14OADU116_4732,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_75FCMC24F0065_7530_GS00Q14OADU116_4732,unknown,Department of Health and Human Services,0.9,Department of Health and Human Services,75FCMC24F0065,0.9,75FCMC24F0065,187483561.19,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,75FCMC24F0065,0.9,75FCMC24F0065,DELIVERY ORDER,0.9,DELIVERY ORDER,187483561.19,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541330,0.9,541330,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",BENEFITS COORDINATION & RECOVERY CENTER (BCRC),0.9,BENEFITS COORDINATION & RECOVERY CENTER (BCRC),2024-04-25,0.9,2024-04-25,prime,0.9,prime,2027-05-08,0.9,2027-05-08,General Dynamics Corporation,0.9,General Dynamics Corporation,Centers for Medicare and Medicaid Services,0.9,Centers for Medicare and Medicaid Services,,,,R499,0.9,R499,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
