event_id,ticker,event_time,source_doc_ids,usable_fact_count,source_type,source_url,release_session,agency,agency_confidence,agency_evidence,task_order_number,task_order_number_confidence,task_order_number_evidence,award_amount,award_amount_confidence,award_amount_evidence,award_type,award_type_confidence,award_type_evidence,contract_number,contract_number_confidence,contract_number_evidence,contract_type,contract_type_confidence,contract_type_evidence,obligated_amount,obligated_amount_confidence,obligated_amount_evidence,mapping_type,mapping_type_confidence,mapping_type_evidence,mapped_ticker,mapped_ticker_confidence,mapped_ticker_evidence,naics_code,naics_code_confidence,naics_code_evidence,recipient_mapping_confidence,recipient_mapping_confidence_confidence,recipient_mapping_confidence_evidence,recipient_name,recipient_name_confidence,recipient_name_evidence,product_or_service_description,product_or_service_description_confidence,product_or_service_description_evidence,period_of_performance_start,period_of_performance_start_confidence,period_of_performance_start_evidence,prime_or_sub,prime_or_sub_confidence,prime_or_sub_evidence,period_of_performance_end,period_of_performance_end_confidence,period_of_performance_end_evidence,parent_company_name,parent_company_name_confidence,parent_company_name_evidence,sub_agency,sub_agency_confidence,sub_agency_evidence,subsidiary_name,subsidiary_name_confidence,subsidiary_name_evidence,psc_code,psc_code_confidence,psc_code_evidence,government_contract_event_type,government_contract_event_type_confidence,government_contract_event_type_evidence,actual_funded_award_flag,actual_funded_award_flag_confidence,actual_funded_award_flag_evidence,incumbent_or_extension_flag,incumbent_or_extension_flag_confidence,incumbent_or_extension_flag_evidence,ceiling_only_flag,ceiling_only_flag_confidence,ceiling_only_flag_evidence,modification_flag,modification_flag_confidence,modification_flag_evidence,new_work_flag,new_work_flag_confidence,new_work_flag_evidence,new_vs_modification,new_vs_modification_confidence,new_vs_modification_evidence,materiality_context_required_flag,materiality_context_required_flag_confidence,materiality_context_required_flag_evidence,option_exercise_flag,option_exercise_flag_confidence,option_exercise_flag_evidence,recompete_or_extension_flag,recompete_or_extension_flag_confidence,recompete_or_extension_flag_evidence,prime_contractor_flag,prime_contractor_flag_confidence,prime_contractor_flag_evidence,subcontractor_flag,subcontractor_flag_confidence,subcontractor_flag_evidence,parser_quality_flags,parser_quality_flags_confidence,parser_quality_flags_evidence,model_eligible_candidate_flag,modification_number,modification_number_confidence,modification_number_evidence,contract_ceiling,contract_ceiling_confidence,contract_ceiling_evidence
government_contract_GD_W519TC24F0161,GD,2024-04-29T12:00:00,usaspending_CONT_AWD_W519TC24F0161_9700_W519TC24D0009_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W519TC24F0161_9700_W519TC24D0009_9700,unknown,Department of Defense,0.9,Department of Defense,W519TC24F0161,0.9,W519TC24F0161,280072242.5,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W519TC24F0161,0.9,W519TC24F0161,DELIVERY ORDER,0.9,DELIVERY ORDER,280072242.5,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",0.9,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",25 MILLIMETER (MM) M919 ARMOR PIERCING FIN STABILIZED DISCARDING SABOT WITH TRACER (APFSDS-T) CARTRIDGE,0.9,25 MILLIMETER (MM) M919 ARMOR PIERCING FIN STABILIZED DISCARDING SABOT WITH TRACER (APFSDS-T) CARTRIDGE,2024-04-29,0.9,2024-04-29,prime,0.9,prime,2029-03-31,0.9,2029-03-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1305,0.9,1305,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_36C10D24N0035,GD,2024-05-15T12:00:00,usaspending_CONT_AWD_36C10D24N0035_3600_36C10E19D0015_3600,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_36C10D24N0035_3600_36C10E19D0015_3600,unknown,Department of Veterans Affairs,0.9,Department of Veterans Affairs,36C10D24N0035,0.9,36C10D24N0035,237870201.48,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,36C10D24N0035,0.9,36C10D24N0035,DELIVERY ORDER,0.9,DELIVERY ORDER,237870201.48,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,518210,0.9,518210,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",FILE CONVERSION SERVICES,0.9,FILE CONVERSION SERVICES,2024-05-15,0.9,2024-05-15,prime,0.9,prime,2027-01-15,0.9,2027-01-15,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of Veterans Affairs,0.9,Department of Veterans Affairs,,,,R499,0.9,R499,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W31P4Q24F0183,GD,2024-05-31T12:00:00,usaspending_CONT_AWD_W31P4Q24F0183_9700_W31P4Q20D0039_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q24F0183_9700_W31P4Q20D0039_9700,unknown,Department of Defense,0.9,Department of Defense,W31P4Q24F0183,0.9,W31P4Q24F0183,275188341.2,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W31P4Q24F0183,0.9,W31P4Q24F0183,DELIVERY ORDER,0.9,DELIVERY ORDER,275188341.2,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,336992,0.9,336992,0.95,0.9,source metadata,GENERAL DYNAMICS LAND SYSTEMS INC.,0.9,GENERAL DYNAMICS LAND SYSTEMS INC.,MANEUVER - SHORT RANGE AIR DEFENSE SYSTEM,0.9,MANEUVER - SHORT RANGE AIR DEFENSE SYSTEM,2024-05-31,0.9,2024-05-31,prime,0.9,prime,2027-09-30,0.9,2027-09-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,2355,0.9,2355,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002424C4212,GD,2024-08-01T12:00:00,usaspending_CONT_AWD_N0002424C4212_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C4212_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,333157746.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002424C4212,0.9,N0002424C4212,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,333157746.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.9,0.9,source metadata,BATH IRON WORKS CORPORATION,0.9,BATH IRON WORKS CORPORATION,CEILING HOLDER,0.9,CEILING HOLDER,2024-08-01,0.9,2024-08-01,prime,0.9,prime,2026-07-31,0.9,2026-07-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,Bath Iron Works,0.9,Bath Iron Works,1905,0.9,1905,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W15QKN24F0392,GD,2024-09-05T12:00:00,usaspending_CONT_AWD_W15QKN24F0392_9700_W15QKN23D0054_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W15QKN24F0392_9700_W15QKN23D0054_9700,unknown,Department of Defense,0.9,Department of Defense,W15QKN24F0392,0.9,W15QKN24F0392,403323854.35,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W15QKN24F0392,0.9,W15QKN24F0392,DELIVERY ORDER,0.9,DELIVERY ORDER,403323854.35,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.",0.9,"GENERAL DYNAMICS ORDNANCE AND TACTICAL SYSTEMS, INC.","UNDEFINITIZED DELIVERY ORDER FOR 253,913 UNITS OF 155MM M119A2 PROPELLING BAG CHARGES",0.9,"UNDEFINITIZED DELIVERY ORDER FOR 253,913 UNITS OF 155MM M119A2 PROPELLING BAG CHARGES",2024-09-05,0.9,2024-09-05,prime,0.9,prime,2027-05-31,0.9,2027-05-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1320,0.9,1320,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W31P4Q24F0168,GD,2024-09-05T12:00:00,usaspending_CONT_AWD_W31P4Q24F0168_9700_W31P4Q20D0023_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W31P4Q24F0168_9700_W31P4Q20D0023_9700,unknown,Department of Defense,0.9,Department of Defense,W31P4Q24F0168,0.9,W31P4Q24F0168,164279353.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W31P4Q24F0168,0.9,W31P4Q24F0168,DELIVERY ORDER,0.9,DELIVERY ORDER,164279353.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS-OTS, INC.",0.9,"GENERAL DYNAMICS-OTS, INC.",THIS DELIVERY ORDER IS ISSUED IN SUPPORT OF HYDRA 70 ROCKETS AND MOTORS.,0.9,THIS DELIVERY ORDER IS ISSUED IN SUPPORT OF HYDRA 70 ROCKETS AND MOTORS.,2024-09-05,0.9,2024-09-05,prime,0.9,prime,2027-06-30,0.9,2027-06-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1340,0.9,1340,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002424C2301,GD,2024-09-09T12:00:00,usaspending_CONT_AWD_N0002424C2301_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2301_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,2501740929.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002424C2301,0.9,N0002424C2301,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,2501740929.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.88,0.9,source metadata,NATIONAL STEEL AND SHIPBUILDING COMPANY,0.9,NATIONAL STEEL AND SHIPBUILDING COMPANY,T-AO 214 - 221 DD&C BLOCK BUY,0.9,T-AO 214 - 221 DD&C BLOCK BUY,2024-09-09,0.9,2024-09-09,prime,0.9,prime,2036-01-17,0.9,2036-01-17,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,General Dynamics NASSCO,0.9,General Dynamics NASSCO,1915,0.9,1915,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_SPRRA224C0029,GD,2024-09-24T12:00:00,usaspending_CONT_AWD_SPRRA224C0029_9700_NONE_NONE_,31,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_SPRRA224C0029_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,191191997.67,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,SPRRA224C0029,0.9,SPRRA224C0029,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,191191997.67,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,336419,0.9,336419,0.95,0.9,source metadata,"GENERAL DYNAMICS-OTS, INC.",0.9,"GENERAL DYNAMICS-OTS, INC.",IRON FIST B-KIT OTB FOR A QTY OF 163,0.9,IRON FIST B-KIT OTB FOR A QTY OF 163,2024-09-24,0.9,2024-09-24,prime,0.9,prime,2027-09-30,0.9,2027-09-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Defense Logistics Agency,0.9,Defense Logistics Agency,,,,1410,0.9,1410,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W519TC24F0400,GD,2024-09-24T12:00:00,usaspending_CONT_AWD_W519TC24F0400_9700_W519TC23D0015_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W519TC24F0400_9700_W519TC23D0015_9700,unknown,Department of Defense,0.9,Department of Defense,W519TC24F0400,0.9,W519TC24F0400,165308118.58,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W519TC24F0400,0.9,W519TC24F0400,DELIVERY ORDER,0.9,DELIVERY ORDER,165308118.58,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS-OTS, INC.",0.9,"GENERAL DYNAMICS-OTS, INC.","ORDER W51TC24F0400 IS FOR THE CONTRACTOR TO LOAD, ASSEMBLE, AND PACK A QUANTITY OF 346,678 155MM M795 TNT LOADED PROJECTILES.",0.9,"ORDER W51TC24F0400 IS FOR THE CONTRACTOR TO LOAD, ASSEMBLE, AND PACK A QUANTITY OF 346,678 155MM M795 TNT LOADED PROJECTILES.",2024-09-24,0.9,2024-09-24,prime,0.9,prime,2026-09-30,0.9,2026-09-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1320,0.9,1320,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W15QKN24F0477,GD,2024-09-26T12:00:00,usaspending_CONT_AWD_W15QKN24F0477_9700_W15QKN24D0037_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W15QKN24F0477_9700_W15QKN24D0037_9700,unknown,Department of Defense,0.9,Department of Defense,W15QKN24F0477,0.9,W15QKN24F0477,202931644.86,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W15QKN24F0477,0.9,W15QKN24F0477,DELIVERY ORDER,0.9,DELIVERY ORDER,202931644.86,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.",0.9,"GENERAL DYNAMICS ORDNANCE & TACTICAL SYSTEMS, INC.","THE PURPOSE OF THIS DELIVERY ORDER FOR THE MANUFACTURE, ASSEMBLY, INSPECTION, PACKAGE, AND DELIVERY OF 155MM M795 METAL PARTS ASSEMBLIES ON BEHALF OF PROJECT MANAGER COMBAT AMMUNITION SYSTEMS.",0.9,"THE PURPOSE OF THIS DELIVERY ORDER FOR THE MANUFACTURE, ASSEMBLY, INSPECTION, PACKAGE, AND DELIVERY OF 155MM M795 METAL PARTS ASSEMBLIES ON BEHALF OF PROJECT MANAGER COMBAT AMMUNITION SYSTEMS.",2024-09-26,0.9,2024-09-26,prime,0.9,prime,2026-08-31,0.9,2026-08-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1320,0.9,1320,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W15QKN24F0527,GD,2024-09-27T12:00:00,usaspending_CONT_AWD_W15QKN24F0527_9700_W15QKN24D0052_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W15QKN24F0527_9700_W15QKN24D0052_9700,unknown,Department of Defense,0.9,Department of Defense,W15QKN24F0527,0.9,W15QKN24F0527,700062444.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W15QKN24F0527,0.9,W15QKN24F0527,DELIVERY ORDER,0.9,DELIVERY ORDER,700062444.0,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,332993,0.9,332993,0.95,0.9,source metadata,"GENERAL DYNAMICS OTS (WILKES BARRE), LLC",0.9,"GENERAL DYNAMICS OTS (WILKES BARRE), LLC","MANUFACTURE, ASSEMBLY, INSPECTION, PACKAGE, AND DELIVERY OF THE 155MM ARTILLERY M795 PROJECTILE BODY ASSEMBLY IN SUPPORT OF UKRAINE.",0.9,"MANUFACTURE, ASSEMBLY, INSPECTION, PACKAGE, AND DELIVERY OF THE 155MM ARTILLERY M795 PROJECTILE BODY ASSEMBLY IN SUPPORT OF UKRAINE.",2024-09-27,0.9,2024-09-27,prime,0.9,prime,2028-02-28,0.9,2028-02-28,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,1320,0.9,1320,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N5005424FP009,GD,2024-11-12T12:00:00,usaspending_CONT_AWD_N5005424FP009_9700_N0002423D4100_9700,33,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N5005424FP009_9700_N0002423D4100_9700,unknown,Department of Defense,0.9,Department of Defense,N5005424FP009,0.9,N5005424FP009,122810309.0,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,N5005424FP009,0.9,N5005424FP009,DELIVERY ORDER,0.9,DELIVERY ORDER,122810309.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.86,0.9,source metadata,METRO MACHINE CORP.,0.9,METRO MACHINE CORP.,USS EISENHOWER (CVN 69) FY25 PIA,0.9,USS EISENHOWER (CVN 69) FY25 PIA,2024-11-12,0.9,2024-11-12,prime,0.9,prime,2026-03-27,0.9,2026-03-27,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,Metro Machine Corp. / General Dynamics NASSCO-Norfolk,0.9,Metro Machine Corp. / General Dynamics NASSCO-Norfolk,1905,0.9,1905,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002424C2313,GD,2024-12-01T12:00:00,usaspending_CONT_AWD_N0002424C2313_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002424C2313_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,185701009.0,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002424C2313,0.9,N0002424C2313,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,185701009.0,0.9,source metadata,known_subsidiary,0.9,known_subsidiary,GD,0.9,GD,336611,0.9,336611,0.9,0.9,source metadata,BATH IRON WORKS CORPORATION,0.9,BATH IRON WORKS CORPORATION,DDG 51 CLASS LEAD YARD SUPPORT,0.9,DDG 51 CLASS LEAD YARD SUPPORT,2024-12-01,0.9,2024-12-01,prime,0.9,prime,2028-11-30,0.9,2028-11-30,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,Bath Iron Works,0.9,Bath Iron Works,1905,0.9,1905,new_contract_award,0.76,contract award language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_W56JSR25F0002,GD,2024-12-05T12:00:00,usaspending_CONT_AWD_W56JSR25F0002_9700_W15P7T17D0148_9700,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_W56JSR25F0002_9700_W15P7T17D0148_9700,unknown,Department of Defense,0.9,Department of Defense,W56JSR25F0002,0.9,W56JSR25F0002,151254299.19,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,W56JSR25F0002,0.9,W56JSR25F0002,DELIVERY ORDER,0.9,DELIVERY ORDER,151254299.19,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541712,0.9,541712,0.95,0.9,source metadata,"GENERAL DYNAMICS GLOBAL FORCE, LLC",0.9,"GENERAL DYNAMICS GLOBAL FORCE, LLC","THIS EFFORT IS TO SUPPORT THE UNITED STATES ARMY COMMUNICATIONS-ELECTRONICS COMMAND, SOFTWARE ENGINEERING CENTER, AND TOBYHANNA ARMY DEPOT REQUIREMENT TO PROVIDE WORLDWIDE FIELD SUPPORT.",0.9,"THIS EFFORT IS TO SUPPORT THE UNITED STATES ARMY COMMUNICATIONS-ELECTRONICS COMMAND, SOFTWARE ENGINEERING CENTER, AND TOBYHANNA ARMY DEPOT REQUIREMENT TO PROVIDE WORLDWIDE FIELD SUPPORT.",2024-12-05,0.9,2024-12-05,prime,0.9,prime,2026-12-06,0.9,2026-12-06,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Army,0.9,Department of the Army,,,,R425,0.9,R425,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_140D0425F0041,GD,2024-12-18T12:00:00,usaspending_CONT_AWD_140D0425F0041_1406_140D0424D0001_1406,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_140D0425F0041_1406_140D0424D0001_1406,unknown,Department of the Interior,0.9,Department of the Interior,140D0425F0041,0.9,140D0425F0041,138049220.59,0.9,source metadata,DELIVERY ORDER,0.9,DELIVERY ORDER,140D0425F0041,0.9,140D0425F0041,DELIVERY ORDER,0.9,DELIVERY ORDER,138049220.59,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,541512,0.9,541512,0.95,0.9,source metadata,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",0.9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",TASK ORDER 6 - ENTERPRISE ENGAGEMENT,0.9,TASK ORDER 6 - ENTERPRISE ENGAGEMENT,2024-12-18,0.9,2024-12-18,prime,0.9,prime,2026-12-17,0.9,2026-12-17,General Dynamics Corporation,0.9,General Dynamics Corporation,Departmental Offices,0.9,Departmental Offices,,,,DA01,0.9,DA01,task_order_award,0.88,task/delivery order language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,new_work,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,,,,,,
government_contract_GD_N0002425C6401,GD,2024-12-20T12:00:00,usaspending_CONT_AWD_N0002425C6401_9700_NONE_NONE_,32,usaspending_api,https://www.usaspending.gov/award/CONT_AWD_N0002425C6401_9700_-NONE-_-NONE-,unknown,Department of Defense,0.9,Department of Defense,,,,114848674.12,0.9,source metadata,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,N0002425C6401,0.9,N0002425C6401,DEFINITIVE CONTRACT,0.9,DEFINITIVE CONTRACT,114848674.12,0.9,source metadata,exact_public_company,0.9,exact_public_company,GD,0.9,GD,334511,0.9,334511,0.95,0.9,source metadata,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",0.9,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",MK 54 MOD 1 LWT SONAR ASSEMBLY KITS,0.9,MK 54 MOD 1 LWT SONAR ASSEMBLY KITS,2024-12-20,0.9,2024-12-20,prime,0.9,prime,2027-12-31,0.9,2027-12-31,General Dynamics Corporation,0.9,General Dynamics Corporation,Department of the Navy,0.9,Department of the Navy,,,,1355,0.9,1355,contract_modification,0.88,modification language,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,modification,0.78,derived parser taxonomy,True,0.78,derived parser flag,False,0.78,derived parser flag,False,0.78,derived parser flag,True,0.78,derived parser flag,False,0.78,derived parser flag,[],0.7,,True,MODIFICATION_PRESENT,0.76,MOD,,,
